origin_uuid,origin_name,destination_uuid,destination_name,travel_min,distance_km
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,d6465c77-1d03-4a81-a237-9be801c203d3,Higashi-Chiba,19.8,10.88
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,d7082e07-8376-4cce-8a0b-faecb1d765ac,Hasuda,25.4,16.05
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,d9093320-f194-480e-b613-42cba1eda462,Gion,25.4,16.05
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,da1c3e4f-f7a2-46bc-959e-2276a4a78899,Gaiemmae,17.4,9.85
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,29.9,19.82
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,dc16a3eb-06ef-4d24-bee2-558b89fcbc8c,Higata,25.4,16.05
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,dc89d32e-e2ff-44f3-9068-7b933a67aafa,Hachiōji,53.4,49.23
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,dc9c82f6-927b-44cd-8b7b-8260e8769afe,Higashi-Kawaguchi,25.4,16.05
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,de35471d-94a3-46c0-a490-e0b6c8bbe837,Fukaya,94.8,100.59
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,dee0a59d-1ca2-4e56-a9cb-45c83ae609e9,Gyōtoku,11.6,4.59
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,df85a213-7641-45ec-b382-722a020cba35,Hachigata,81.0,93.93
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,dfd68477-06ff-40c3-a133-1d73fb201723,Akabane-Iwabuchi,29.2,20.32
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,dfdcc4e6-17c8-4ff0-8eac-83d456d29d4a,Higashi-Zushi,19.8,10.88
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,e09797ee-b587-4f08-aec4-c23d9b0a34af,Akabanebashi,13.3,6.1
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,e221e469-497b-40e5-a216-21d5bdc2eff9,Haguro,25.4,16.05
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,e29f7b74-d9c6-4b14-acc3-7911baeb3646,Bubaigawara,45.2,34.0
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,e518363e-69f1-42f1-922a-265e7dae883b,Den-en-chōfu,32.3,18.44
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,e5bc85ac-b606-4273-af24-99dbf6602294,Akasaka-mitsuke,15.1,5.21
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,e67e6c61-2c7d-4ba6-a93f-dd35ea47d56e,Harajuku,23.3,11.26
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,e711fd6b-845e-4cdf-9d29-a0abcd8fae27,Gunma-Fujioka,94.3,116.13
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,e71a3de4-036c-4bde-980f-09a29f6a3251,Gokokuji,14.7,9.33
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,ea1e58c1-db7f-4ce3-bc0e-64812aa9f68a,Fuda,38.5,29.53
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,ea826ebe-7144-4740-941e-37e3aada4962,Higashi-shinjuku,19.6,12.81
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,eabadabd-f2dd-4273-ae3f-beec1f0946e3,Higashi-ojima,18.0,6.39
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,eae5d894-be1e-4e77-becf-10ea905fbf9d,Hatsudai,22.8,13.6
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,eb6f6fc9-ae60-4ec9-974e-00c211a466e5,Ginza-itchome,6.0,1.71
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,ef8547e6-7017-4262-997e-e8a539506ed5,Akishima,54.7,50.05
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,f0653cbb-3cfc-428a-952d-b95657f506c2,Araiyakushiki-mae,28.9,14.14
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,f1326b1b-7559-476c-a00e-ecb94516de9d,Hadano,69.4,72.72
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,f142dda3-0a1c-46cc-95b9-e019f456cf11,Asakadai,25.4,16.05
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,f1487174-f065-446c-845b-4b0428e6b57e,Abiko,55.3,42.99
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,f1953189-958c-481e-8b21-a456b8b98145,Gotanno,17.1,13.11
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,f2caa7e1-1f14-406d-a0e8-3ee09b2c40c8,Hakuraku,37.3,32.14
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,f394f0de-4e5d-4cc9-a339-9ad6a2a5216f,Hatchōbori,3.0,0.81
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,f664e7da-4430-4a79-98c9-d0e1301e78e2,Hama-Kawasaki,25.4,16.05
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,f7dfb893-f917-4849-a553-81760af94372,Higashi-Kitazawa,22.3,14.45
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,fa270c7a-e9b4-4408-9a76-ab1ff32d27f1,Hatonosu,34.3,19.27
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,fa3fb17b-d7a9-4b11-addf-8d73499a7d68,Chōjamachi,25.4,16.05
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,fb5c024d-085d-4a03-8253-0b79fdd1a037,Chikatetsu-narimasu,33.0,25.22
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,fba15b8d-50b8-41ae-9467-73f5401c2da2,Funabashi-Hōten,28.4,21.38
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,fbcacba5-3b86-4985-81e1-b707cba33a0f,Edogawa,14.6,10.39
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,fc351b58-99db-430a-ac29-af26e7a7c457,Gumyō,25.4,16.05
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,fd1ce5a1-ff97-4548-a7e1-651b8f6972db,Aihara,62.0,55.5
16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,ff0961c7-bd8b-4dab-9c82-8ca0d7598d38,Chikatetsu-akatsuka,28.3,20.95
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,24.6,15.67
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,469ebcdc-26aa-44da-ab6e-be58326e4b99,Harumi Futou Park,28.3,16.04
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,aa08b2ba-5bd9-4a3d-902f-385c6d158aff,Mita,23.9,15.35
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,b83a3e3d-1764-477f-b5fc-9bc23a833539,Azabu-juban,24.4,13.47
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,274bd8ac-0f83-4a2f-9b13-af0a860b0843,Yotsuya-sanchōme,20.4,7.65
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,69b501cf-9de0-459e-8c51-cc1a2ae220ee,Waseda,27.6,9.0
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,969988a0-fc97-4722-96c3-c2fb8adb77be,Shimo-Ochiai,24.9,8.96
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,10ccd4c8-975b-4082-880a-abe03ae1c88e,Sengoku,30.5,17.03
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,7e0a49af-b68f-4240-bc5b-2aafb521bee0,Shin-ōtsuka,27.8,18.09
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,d9ed1d33-7357-4545-ab05-6b2c2c174997,Nezu,31.9,16.44
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,8ecd21e7-f5b8-4486-98e0-d6d1b36c3650,Hakusan,29.9,15.86
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,a69dd352-8592-42a2-a59e-412ceceb7253,Oshiage,32.2,20.89
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,ad6336f2-3e10-42b1-a3cb-60da09332fc5,Kokusai-Tenjijō,32.5,21.92
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,77e6a9cf-eab7-4cd1-886f-c9f722b8f829,Kiba,26.5,18.0
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,58e3eecb-b0b1-4fa5-833b-8dfc093025bb,Kameido,31.3,20.58
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,b73f18e0-6767-4cb6-949e-827a8e48222f,Ryōgoku,30.2,17.75
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,edb27858-83b7-473b-b564-97dc32af862d,Ōimachi,31.5,14.99
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,e79d66dc-27c9-44db-b692-c36d651be801,Naka-meguro,24.7,9.91
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,a56b3b1b-b498-4f50-9669-be593388ac69,Toritsu-daigaku,21.9,8.82
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,39c0e52f-087f-4127-98f7-7288f95ed16a,Musashi-koyama,25.3,13.19
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,ed2b8411-a109-4fb8-bc19-4ad91a06c5df,Yukigaya-ōtsuka,29.9,12.82
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,444be04f-0faa-4377-bdd3-bac28bafe1cd,Ōmori,33.4,14.14
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,c2ae7927-51cc-4088-a14f-f7cb7896669a,Nishi-magome,30.4,13.51
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,13.1,4.58
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,9babe595-2983-4086-bdf4-c28cf7ea0eb9,Kaminoge,27.9,10.34
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,d5791a88-e10e-4ab2-b3dd-74607ee80463,Komazawa-daigaku,17.5,6.27
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,9134f22e-fbb3-47b7-9987-2ad03d40aab7,Yōga,26.5,9.3
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,13.1,4.58
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,545b7a15-4e0a-410e-8dd7-fe0c814e819a,Setagaya,17.5,5.58
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,047ed2e6-d81a-4f4b-855d-f4ca23a356bd,Sasazuka,9.0,2.43
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,d15f0488-fc06-42f4-9d59-195454af8735,Nakano-sakaue,16.4,6.18
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,b8f0efac-ae92-4dd3-bc36-afb753bc5bc0,Higashi-koenji,12.4,4.34
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,896c51f2-65e6-4bde-bbbd-e6ad2b3b4a1a,Eifukuchō,4.2,1.05
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,0b85f118-7f0d-4ee4-8a29-27fa8e3dd3e0,Ogikubo,18.4,5.93
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,aa1c6851-1d28-4c10-9aaa-ee92201e4a32,Takaido,12.9,5.57
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,96c9d20f-7f31-4c4a-89de-519fd090d9da,Oji,26.4,16.88
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,9ff2a6f5-0b5d-44a1-ac29-99cfa0d2a7d2,Shim-Mikawashima,35.8,20.39
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,418ae2b4-ca8c-4882-94f0-beafcfa04196,Hasune,28.9,18.55
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,0fc0ca3e-8aad-4189-a86e-f69131f943eb,Tokiwadai,28.6,12.28
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,4268201a-38ba-4af7-9f01-6328a4e691d4,Nerima,21.4,8.53
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,d23d5f75-1bd8-4d13-a9c2-8e7acf75acd7,Hikarigaoka,34.0,12.63
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,f3cf3261-8bba-4035-b036-f3815411395a,Nakamurabashi,24.2,9.79
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,f9a224d2-2bb2-4a44-8e36-369f6ed50acc,Shimo-Akatsuka,34.3,13.83
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,64e5d0bd-e5d1-4859-8d0e-72b31a2499c1,Musashi-Seki,31.7,10.49
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,5ef34b29-91fb-489a-a3aa-dd410458bc7f,Oizumi-gakuen,38.6,12.63
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,c9a823bc-70aa-4489-b03b-3a59d6f7aaa9,Rokuchō,38.0,28.32
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,9072f87b-cff0-4c5c-a104-dda24044901e,Kameari,42.4,30.64
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,9a029abe-f626-4db1-9e7f-edb435d42aa1,Nishi-Kasai,39.2,27.3
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,3506c25e-8b1d-4a59-82af-1d388293d69e,Funabori,35.5,25.87
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,dc89d32e-e2ff-44f3-9068-7b933a67aafa,Hachiōji,38.0,32.95
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,c6fc6aed-2df5-448c-9964-87840b4a8b29,Tachikawa,38.0,28.14
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,1dd77190-2dd2-4eb3-9100-c117c389eb5e,Mitaka,27.1,9.46
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,1ad54b40-d162-45eb-a059-50b0d243f6a5,Kichijōji,22.4,7.8
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,0dff7ea2-cd1e-44b5-819e-0d7030e5cf30,Kokuryo,24.1,15.58
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,8a04bdfe-3577-4ecd-a07a-3aa09b79c999,Machida,59.6,41.8
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,70288fd1-f52b-47c4-9be4-03ee1e86c4f1,Hibarigaoka,46.9,15.77
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,9232f172-a1b5-4e7f-a566-a3839514255d,Seiseki-sakuragaoka,34.9,26.83
a297471a-ee2c-4c83-bda5-16641aeb3d6a,Noborito,ba3bf8f7-fa8e-4cfe-be74-fac02799a9ba,Tama Center,41.5,29.93
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,62.5,47.06
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,469ebcdc-26aa-44da-ab6e-be58326e4b99,Harumi Futou Park,66.1,47.44
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,aa08b2ba-5bd9-4a3d-902f-385c6d158aff,Mita,61.8,46.74
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,b83a3e3d-1764-477f-b5fc-9bc23a833539,Azabu-juban,62.2,44.86
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,274bd8ac-0f83-4a2f-9b13-af0a860b0843,Yotsuya-sanchōme,57.7,39.05
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,69b501cf-9de0-459e-8c51-cc1a2ae220ee,Waseda,63.7,48.35
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,969988a0-fc97-4722-96c3-c2fb8adb77be,Shimo-Ochiai,60.6,43.31
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,10ccd4c8-975b-4082-880a-abe03ae1c88e,Sengoku,68.3,48.43
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,7e0a49af-b68f-4240-bc5b-2aafb521bee0,Shin-ōtsuka,65.6,49.49
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,d9ed1d33-7357-4545-ab05-6b2c2c174997,Nezu,69.7,47.84
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,8ecd21e7-f5b8-4486-98e0-d6d1b36c3650,Hakusan,67.7,47.26
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,a69dd352-8592-42a2-a59e-412ceceb7253,Oshiage,70.0,52.28
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,ad6336f2-3e10-42b1-a3cb-60da09332fc5,Kokusai-Tenjijō,70.3,53.32
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,77e6a9cf-eab7-4cd1-886f-c9f722b8f829,Kiba,64.3,49.39
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,58e3eecb-b0b1-4fa5-833b-8dfc093025bb,Kameido,69.1,51.98
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,b73f18e0-6767-4cb6-949e-827a8e48222f,Ryōgoku,68.0,49.15
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,edb27858-83b7-473b-b564-97dc32af862d,Ōimachi,69.3,46.38
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,e79d66dc-27c9-44db-b692-c36d651be801,Naka-meguro,62.1,45.22
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,a56b3b1b-b498-4f50-9669-be593388ac69,Toritsu-daigaku,61.9,40.22
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,39c0e52f-087f-4127-98f7-7288f95ed16a,Musashi-koyama,63.1,44.58
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,ed2b8411-a109-4fb8-bc19-4ad91a06c5df,Yukigaya-ōtsuka,69.9,44.23
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,444be04f-0faa-4377-bdd3-bac28bafe1cd,Ōmori,71.5,55.48
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,c2ae7927-51cc-4088-a14f-f7cb7896669a,Nishi-magome,70.4,44.92
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,46.6,29.53
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,9babe595-2983-4086-bdf4-c28cf7ea0eb9,Kaminoge,65.8,37.58
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,d5791a88-e10e-4ab2-b3dd-74607ee80463,Komazawa-daigaku,57.5,37.68
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,9134f22e-fbb3-47b7-9987-2ad03d40aab7,Yōga,58.2,34.92
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,46.6,29.53
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,545b7a15-4e0a-410e-8dd7-fe0c814e819a,Setagaya,57.5,36.99
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,047ed2e6-d81a-4f4b-855d-f4ca23a356bd,Sasazuka,49.0,33.84
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,d15f0488-fc06-42f4-9d59-195454af8735,Nakano-sakaue,53.6,37.58
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,b8f0efac-ae92-4dd3-bc36-afb753bc5bc0,Higashi-koenji,54.2,36.26
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,896c51f2-65e6-4bde-bbbd-e6ad2b3b4a1a,Eifukuchō,47.7,33.35
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,0b85f118-7f0d-4ee4-8a29-27fa8e3dd3e0,Ogikubo,53.2,31.72
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,aa1c6851-1d28-4c10-9aaa-ee92201e4a32,Takaido,44.6,29.11
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,96c9d20f-7f31-4c4a-89de-519fd090d9da,Oji,64.2,48.27
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,9ff2a6f5-0b5d-44a1-ac29-99cfa0d2a7d2,Shim-Mikawashima,73.6,51.78
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,418ae2b4-ca8c-4882-94f0-beafcfa04196,Hasune,66.8,49.95
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,0fc0ca3e-8aad-4189-a86e-f69131f943eb,Tokiwadai,68.8,47.4
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,4268201a-38ba-4af7-9f01-6328a4e691d4,Nerima,63.1,40.45
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,d23d5f75-1bd8-4d13-a9c2-8e7acf75acd7,Hikarigaoka,68.1,38.74
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,f3cf3261-8bba-4035-b036-f3815411395a,Nakamurabashi,66.0,41.71
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,f9a224d2-2bb2-4a44-8e36-369f6ed50acc,Shimo-Akatsuka,73.2,41.16
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,64e5d0bd-e5d1-4859-8d0e-72b31a2499c1,Musashi-Seki,66.1,31.29
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,5ef34b29-91fb-489a-a3aa-dd410458bc7f,Oizumi-gakuen,73.3,38.42
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,c9a823bc-70aa-4489-b03b-3a59d6f7aaa9,Rokuchō,75.8,59.72
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,9072f87b-cff0-4c5c-a104-dda24044901e,Kameari,80.0,59.55
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,9a029abe-f626-4db1-9e7f-edb435d42aa1,Nishi-Kasai,77.0,58.7
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,3506c25e-8b1d-4a59-82af-1d388293d69e,Funabori,73.4,57.26
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,dc89d32e-e2ff-44f3-9068-7b933a67aafa,Hachiōji,21.1,10.41
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,c6fc6aed-2df5-448c-9964-87840b4a8b29,Tachikawa,33.6,12.63
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,1dd77190-2dd2-4eb3-9100-c117c389eb5e,Mitaka,57.2,27.85
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,1ad54b40-d162-45eb-a059-50b0d243f6a5,Kichijōji,60.6,29.45
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,0dff7ea2-cd1e-44b5-819e-0d7030e5cf30,Kokuryo,42.6,23.82
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,8a04bdfe-3577-4ecd-a07a-3aa09b79c999,Machida,34.2,12.94
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,70288fd1-f52b-47c4-9be4-03ee1e86c4f1,Hibarigaoka,73.6,33.31
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,9232f172-a1b5-4e7f-a566-a3839514255d,Seiseki-sakuragaoka,23.1,8.81
5b43482a-15cd-4d69-8f6a-ec110733944f,Minami-ōsawa,ba3bf8f7-fa8e-4cfe-be74-fac02799a9ba,Tama Center,13.6,5.58
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,79.5,75.01
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,469ebcdc-26aa-44da-ab6e-be58326e4b99,Harumi Futou Park,87.5,80.54
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,aa08b2ba-5bd9-4a3d-902f-385c6d158aff,Mita,85.4,80.68
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,b83a3e3d-1764-477f-b5fc-9bc23a833539,Azabu-juban,85.8,78.81
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,274bd8ac-0f83-4a2f-9b13-af0a860b0843,Yotsuya-sanchōme,84.8,75.47
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,69b501cf-9de0-459e-8c51-cc1a2ae220ee,Waseda,81.8,74.75
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,969988a0-fc97-4722-96c3-c2fb8adb77be,Shimo-Ochiai,75.7,69.27
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,10ccd4c8-975b-4082-880a-abe03ae1c88e,Sengoku,78.0,65.87
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,7e0a49af-b68f-4240-bc5b-2aafb521bee0,Shin-ōtsuka,74.9,68.85
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,d9ed1d33-7357-4545-ab05-6b2c2c174997,Nezu,79.5,65.83
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,8ecd21e7-f5b8-4486-98e0-d6d1b36c3650,Hakusan,80.1,66.51
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,a69dd352-8592-42a2-a59e-412ceceb7253,Oshiage,76.8,70.45
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,ad6336f2-3e10-42b1-a3cb-60da09332fc5,Kokusai-Tenjijō,87.5,85.43
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,77e6a9cf-eab7-4cd1-886f-c9f722b8f829,Kiba,80.5,76.72
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,58e3eecb-b0b1-4fa5-833b-8dfc093025bb,Kameido,80.7,73.89
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,b73f18e0-6767-4cb6-949e-827a8e48222f,Ryōgoku,82.5,72.63
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,edb27858-83b7-473b-b564-97dc32af862d,Ōimachi,94.1,90.4
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,e79d66dc-27c9-44db-b692-c36d651be801,Naka-meguro,90.5,82.42
