id,english,japanese,line,source_url
b22210d9-512e-47fe-a8b6-34d9f9a2e181,Hatchōnawate,八丁畷駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
fa270c7a-e9b4-4408-9a76-ab1ff32d27f1,Hatonosu,鳩ノ巣駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
2dfaa1cc-80f4-4ef4-a46d-700654f5bae9,Hatori,羽鳥駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
eae5d894-be1e-4e77-becf-10ea905fbf9d,Hatsudai,初台駅,Keio New Line,https://en.wikipedia.org/wiki/Keio_New_Line
c8358052-d738-4144-8544-3b93ed101565,Hatsukari,初狩駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
89c6dabb-545c-478d-95e5-730d494b68df,Hayakawa,早川駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
b55fc3a4-e739-456b-9180-58a0998f35e5,Hazama,狭間駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line
922844e3-1add-4623-a82c-33d3f202ed56,Heiwadai,平和台駅,Yūrakuchō Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Y%C5%ABrakuch%C5%8D_Line
70288fd1-f52b-47c4-9be4-03ee1e86c4f1,Hibarigaoka,ひばりヶ丘駅,Seibu Ikebukuro Line,https://en.wikipedia.org/wiki/Seibu_Ikebukuro_Line
60ccd12b-5080-4875-a39b-fdb511ad81da,Hibiya,日比谷駅,Hibiya Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Hibiya_Line
3abc56f3-cc07-483d-92c4-83f846e1c9b1,Higashi-Abiko,東我孫子駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
4b282589-58c6-43dc-9574-d4850a7aeac3,Higashi-Akiru,東秋留駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
d6465c77-1d03-4a81-a237-9be801c203d3,Higashi-Chiba,東千葉駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
c4344b82-ef09-4868-b91f-f497064d6561,Higashi-fuchū,東府中駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line
1654dbe7-5170-415c-9c9e-e2b54c476c49,Higashi-Fuchū,東府中駅,Seibu Ikebukuro Line,https://en.wikipedia.org/wiki/Seibu_Ikebukuro_Line
554ef8bc-16b8-4027-bd8e-2666abf1dd18,Higashi-Funabashi,東船橋駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,東伏見駅,Seibu Shinjuku Line,https://en.wikipedia.org/wiki/Seibu_Shinjuku_Line
6eb0a6bb-4979-4e2e-b167-75991f32ab0e,Higashi-Fussa,東福生駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
2973050a-c3fa-40b5-b291-34ed7abac9ce,Higashi-ginza,東銀座駅,Hibiya Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Hibiya_Line
937f3d90-ce86-4bbb-b40e-0969f507ab1a,Higashi-hakuraku,東白楽駅,Tokyu Toyoko Line,https://en.wikipedia.org/wiki/Tokyu_Toyoko_Line
1a9cda06-94c9-4ccd-be5f-69865e7297d5,Higashi-Hannō,東飯能駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
c27ae3a5-19d6-45a5-93a7-69e9e1193efb,Higashi-ikebukuro,東池袋駅,Yūrakuchō Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Y%C5%ABrakuch%C5%8D_Line
5ccbda0a-f800-4a83-850c-c9350c1a0e18,Higashi-Jūjō,東十条駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
02e262b1-1dee-4efc-97ca-e8a50ddc6781,Higashi-Kanagawa,東神奈川駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
dc9c82f6-927b-44cd-8b7b-8260e8769afe,Higashi-Kawaguchi,東川口駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
f7dfb893-f917-4849-a553-81760af94372,Higashi-Kitazawa,東北沢駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line
79d96228-2b4c-4859-a8b2-ad96edfba72d,Higashi-Kiyokawa,東清川駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
b8f0efac-ae92-4dd3-bc36-afb753bc5bc0,Higashi-koenji,東高円寺駅,Marunouchi Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Marunouchi_Line
341c7b7c-60be-4095-b625-4398e3bac385,Higashi-Koganei,東小金井駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
96184f04-bec5-4564-95e9-f32ef19a3eba,Higashi-matsubara,東松原駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line
6911852a-2092-4623-9359-ee30eb6937f1,Higashi-Matsudo,東松戸駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
093cdf9c-a127-45cb-99f3-990c8eb5264c,Higashi-Matsuyama,東松山駅,Tōbu Tōjō Line,https://en.wikipedia.org/wiki/T%C5%8Dbu_T%C5%8Dj%C5%8D_Line
2ec5bf53-68c5-411b-85b5-79fd41ce80c0,Higashi-Mukōjima,東向島駅,Tobu Skytree Line,https://en.wikipedia.org/wiki/Tobu_Skytree_Line
812bfc6e-1db0-40a6-bf88-fa656958b03b,Higashi-Murayama,東村山駅,Seibu Shinjuku Line,https://en.wikipedia.org/wiki/Seibu_Shinjuku_Line
92045007-b3eb-42b2-a269-7bc9f84bb8bc,Higashi-Nakagami,東中神駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
a1d1fc34-33b2-4096-bddf-9dbb65b02d93,Higashi-Nakano,東中野駅,Ōedo Line,https://en.wikipedia.org/wiki/Toei_%C5%8Cedo_Line
d2db9798-ff42-404b-bee5-a442264d2824,Higashi-Nakayama,東中山駅,Keisei Main Line,https://en.wikipedia.org/wiki/Keisei_Main_Line
0067e594-a5c1-45ee-830e-1f7ff63c1524,Higashi-nihombashi,東日本橋駅,Asakusa Line,https://en.wikipedia.org/wiki/Toei_Asakusa_Line
ad141f62-7bc7-4ce1-b4db-f32a5a306143,Higashi-Oizumi,東大泉駅,Seibu Ikebukuro Line,https://en.wikipedia.org/wiki/Seibu_Ikebukuro_Line
eabadabd-f2dd-4273-ae3f-beec1f0946e3,Higashi-ojima,東大島駅,Shinjuku Line,https://en.wikipedia.org/wiki/Toei_Shinjuku_Line
a40a0a07-8e46-4a1e-bed4-16e88582389b,Higashi-ojima,東大島駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line
ea826ebe-7144-4740-941e-37e3aada4962,Higashi-shinjuku,東新宿駅,Fukutoshin Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Fukutoshin_Line
16f06299-6af4-423c-8d19-b2390d0b877e,Higashi-Tokorozawa,東所沢駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
3ab2e0ea-0a65-4750-b98c-40eda3ea5b6a,Higashi-Totsuka,東戸塚駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
3e056995-7d85-413a-94df-53130878a80f,Higashi-Urawa,東浦和駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
576fef23-b70a-412d-b740-1c14d5b7f363,Higashi-Washinomiya,東鷲宮駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
6e2318e9-ce71-4fe5-b074-2265023f8063,Higashi-Yamanashi,東山梨駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
cec50afb-8bac-407b-aefb-135d4499cf8b,Higashi-Yamatoshi,東大和市駅,Seibu Haijima Line,https://en.wikipedia.org/wiki/Seibu_Haijima_Line
3fb6e5a6-c966-43b3-8be9-b607ebd7667b,Higashi-Yokota,東横田駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
278b6e7e-d2b6-456c-a382-bcb0afb7c81f,Higashi-Yūki,東結城駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
dfdcc4e6-17c8-4ff0-8eac-83d456d29d4a,Higashi-Zushi,東逗子駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
207e0811-d607-4522-9dac-20672ebef965,Higashi-Ōme,東青梅駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
b532ace1-283a-4f46-a736-a1bd2829d1b8,Higashi-Ōmiya,東大宮駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
dc16a3eb-06ef-4d24-bee2-558b89fcbc8c,Higata,干潟駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
d23d5f75-1bd8-4d13-a9c2-8e7acf75acd7,Hikarigaoka,光が丘駅,Ōedo Line,https://en.wikipedia.org/wiki/Toei_%C5%8Cedo_Line
921a9ba9-82ee-4093-8e0f-295b475fc9c0,Hikawadai,氷川台駅,Yūrakuchō Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Y%C5%ABrakuch%C5%8D_Line
af9e97e2-5a76-4ccd-9e81-a0b088f7096e,Hikifune,曳舟駅,Tobu Skytree Line,https://en.wikipedia.org/wiki/Tobu_Skytree_Line
b118f70c-fee3-42c5-b551-d20da6e939d6,Himemiya,姫宮駅,Tobu Skytree Line,https://en.wikipedia.org/wiki/Tobu_Skytree_Line
000c05ce-5b62-4d51-a908-22dd131e2941,Hinatawada,向和田駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
cfe1f9a5-4a6f-4289-bfbf-80f1519472fa,Hino,日野駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
85477f96-4636-4437-bbed-9e9f6f758a53,Hirai,平井駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
80d74675-fac9-4927-b9a6-ad8682e20c6f,Hirama,平間駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
992fbaa9-e249-4671-adc5-37e1caafb9e4,Hiratsuka,平塚駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
b43e1fdd-61da-4ba4-82bf-3e9648e48dd0,Hirayama,平山駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
94c8d6a2-9f99-4aee-92f9-5e12e1427817,Hirayamajōshi-kōen,平山城址公園駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line
fe059c06-9711-4128-9307-aecf90ae7b01,Hiro-o,広尾駅,Hibiya Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Hibiya_Line
e5ddc8ec-5607-4a64-9270-0b4ee45357d4,Hitachi,日立駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
da2015c4-01fe-498e-a951-f1ae5a2aff18,Hitachi-Taga,常陸多賀駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
e6bc9b7b-0466-4df3-bca5-b22850bd1070,Hitachino-Ushiku,ひたち野うしく駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
0b3a369d-9b67-4764-b0b5-f8d3d8f60cd4,Hitotsubashi-gakuen,一橋学園駅,Seibu Haijima Line,https://en.wikipedia.org/wiki/Seibu_Haijima_Line
7c2896cc-de0c-4218-9ded-2abae398e4b9,Hiyoshi,日吉駅,Tokyu Meguro Line,https://en.wikipedia.org/wiki/Tokyu_Meguro_Line
6498e4b5-1257-490a-bc35-92a99b97244d,Hodogaya,保土ケ谷駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
12a3b71f-6b8e-4b21-aed1-3481ffb1dc89,Hon-Atsugi,本厚木駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line
bacaceb7-19a8-498c-8c63-0c02191c3002,Hon-Atsugi,本厚木駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line
22e1084d-921a-43cf-a9c1-2642e2c34051,Hon-Chiba,本千葉駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
68179a1f-1c7c-4600-bb35-5d713d82fff3,Hon-Kawagoe,本川越駅,Seibu Shinjuku Line,https://en.wikipedia.org/wiki/Seibu_Shinjuku_Line
d5043493-92e2-447e-adb2-2803a950df56,Hon-komagome,本駒込駅,Namboku Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Namboku_Line
3be33e18-1b04-4de8-83b4-9e2e3caee01a,Honda,誉田駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
e8bb2ea8-35fb-4b69-bcc6-8f178f842688,Hongō-sanchōme,本郷三丁目駅,Marunouchi Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Marunouchi_Line
ec7240f0-7e5b-44cc-aff2-07081e075f63,Hongōdai,本郷台駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
fd815d9f-89bc-4580-9f9c-b752540c095c,Honjo-azumabashi,本所吾妻橋駅,Asakusa Line,https://en.wikipedia.org/wiki/Toei_Asakusa_Line
3a3bdcae-344c-4df1-b35e-73bb15447795,Honjō,本庄駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
a7dd2d5c-c2ee-422f-82fa-4413121c0fd8,Honjō-Waseda Station,本庄早稲田駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
f3c7ead6-118b-4e75-b220-6c4c84ffd818,Honnō,本納駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
13e37552-453b-418e-a3d1-f79dc06b2980,Horikiri,堀切駅,Tobu Skytree Line,https://en.wikipedia.org/wiki/Tobu_Skytree_Line
21aeaec7-cc14-4f5e-8672-98f24d30131a,Horikirishōbuen,堀切菖蒲園駅,Keisei Main Line,https://en.wikipedia.org/wiki/Keisei_Main_Line
cb9ddf7a-e53f-4636-9ec4-6395b8eefe96,Hota,保田駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
aeacd1ce-f14f-41cd-a1c6-a2d80ce9dee2,Hotaruda,螢田駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line
8c94cde4-7d73-4561-b38a-c741b21d079a,Hoya,保谷駅,Seibu Ikebukuro Line,https://en.wikipedia.org/wiki/Seibu_Ikebukuro_Line
f4418318-f118-484d-92f1-662a473aa2cc,Hyūga,日向駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
509ed3d8-c1b8-4f18-a6c0-ff4bd1f986ef,Hōnanchō,方南町駅,Marunouchi Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Marunouchi_Line
4584424b-60d3-442e-aca4-8fc98baf8644,Hōshakuji,宝積寺駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
5dd42d1a-7531-4ee6-8987-6a5a894998b9,Ichigao,市が尾駅,Tokyu Den-en-toshi Line,https://en.wikipedia.org/wiki/Tokyu_Den-en-toshi_Line
4092d286-bd2f-4b84-a5ef-be175ee1c26d,Ichigao,市が尾駅,Tokyu Den-en-toshi Line,https://en.wikipedia.org/wiki/Tokyu_Den-en-toshi_Line
d10f2d27-b905-4f06-85c0-853356e5b4db,Ichigaya,市ヶ谷駅,Yūrakuchō Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Y%C5%ABrakuch%C5%8D_Line
87b252ec-f4aa-4908-a0d3-6bf9a619cbd5,Ichikawa,市川駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
6298abe3-c01e-4bf1-99e3-09e4bf71afd0,Ichikawa-Shiohama,市川塩浜駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
c88ca0ba-72a2-4288-9a66-7efdfc3dab3f,Ichikawa-Ōno,市川大野駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
f44d8d8c-821f-4adb-9ca0-0f3e2371ebb9,Ichikawamama,市川真間駅,Keisei Main Line,https://en.wikipedia.org/wiki/Keisei_Main_Line
2d8110b1-9b27-4b46-b374-cd937f957027,Ichinoe,一之江駅,Toei Shinjuku Line,https://en.wikipedia.org/wiki/Toei_Shinjuku_Line
c802b7dd-5d0d-4023-b5a1-a2d9f958c227,Ichinowari,一ノ割駅,Tobu Skytree Line,https://en.wikipedia.org/wiki/Tobu_Skytree_Line
c5bb30f7-49c6-45b4-8eb3-9092586785ef,Iidabashi,飯田橋駅,Tōzai Line,https://en.wikipedia.org/wiki/Tokyo_Metro_T%C5%8Dzai_Line
bcd91d97-1a58-4baa-b1d4-f4b633be8193,Iigura,飯倉駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
b9146f90-b587-42a8-b82b-72784b4733aa,Iioka,飯岡駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
f6370d09-2f82-4ebd-b117-5fd80e77ac2f,Ikebukuro,池袋駅,Marunouchi Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Marunouchi_Line
2effa092-a0c8-4e15-a1e5-af1031341833,Ikegami,池上駅,Tokyu Oimachi Line,https://en.wikipedia.org/wiki/Tokyu_Oimachi_Line
5f3fa96c-8037-4e2a-b8ca-69d48c5d5c84,Ikejiri-ōhashi,池尻大橋駅,Tokyu Den-en-toshi Line,https://en.wikipedia.org/wiki/Tokyu_Den-en-toshi_Line
7fb3189e-11c2-4c46-8200-61f4fefcd723,Ikenoue,池ノ上駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line
15706716-ab7e-4263-8c22-5ee9c629b3c3,Ikusabata,軍畑駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
fe9caf6a-c770-4166-98c7-cfda07935b4a,Ikuta,生田駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line
e2270ec1-8fb2-4bc0-a9f7-87daa9b9642e,Imaichi,今市駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
5e97c17a-1317-4947-a81f-4694b8b05f38,Inada,稲田駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
3367bde8-3fd7-472d-9c8f-ff410b0394f9,Inadazutsumi,稲田堤駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
c5184cba-e491-433b-8d1d-a908310a6d87,Inage,稲毛駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
23635d44-7eb2-4214-a8b7-80779a6fd6f1,Inage-Kaigan,稲毛海岸駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
2377c802-69b2-488d-a2c5-4f018d9e5c37,Inagi,稲城駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line
01322a77-02b9-48a3-ac85-f1758711cbbb,Inagi-Naganuma,稲城長沼駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
67c615a3-6948-411f-86e2-1e2b3a2832f1,Inarichō,稲荷町駅,Ginza Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Ginza_Line
5ba538ee-2c33-4e3c-8ec7-c905c4a8b9b4,Ino,伊野駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
a62c7298-6e35-4a60-b6ed-4b845625ed08,Inokashira-kōen,井の頭公園駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line
ef4364e0-1334-4f56-9276-eb90c490202c,Iogi,井荻駅,Seibu Shinjuku Line,https://en.wikipedia.org/wiki/Seibu_Shinjuku_Line
b3cce612-bd16-4b61-b897-1be44bfbafb5,Iriso,入曽駅,Seibu Shinjuku Line,https://en.wikipedia.org/wiki/Seibu_Shinjuku_Line
888aed64-5bc5-4394-84e2-3a4ed6e9bd27,Iriya,入谷駅,Hibiya Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Hibiya_Line
f50f7dcd-ddca-4f06-867f-e62634bf6a29,Isawa-onsen,石和温泉駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
8e6803df-44b1-4b56-b782-304928264f6f,Isehara,伊勢原駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line
7da82459-5a09-490f-8cea-2023dee34dbc,Isesaki,伊勢崎駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
2b9469f5-ce7f-4c2b-91a9-47e0741f929b,Ishibashi,石橋駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
c799c81f-5c82-42fc-95f6-69f073a50416,Ishigamimae,石神前駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
0b5afede-4765-41ae-8e43-64407959c602,Ishikawa-dai,石川台駅,Tokyu Oimachi Line,https://en.wikipedia.org/wiki/Tokyu_Oimachi_Line
4ac9e560-142b-4825-8d0e-e40a8373701d,Ishikawachō,石川町駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
059d32b8-2ce4-41c8-bbca-9d2087b56076,Ishioka,石岡駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
018b82f9-446a-4268-9395-9c355f5c1015,Isobe,磯部駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
25b9181e-26b7-4a66-8847-f0bb64669747,Isogo,磯子駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
58636603-b741-4768-bbc3-518926100593,Isohara,磯原駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
9f0b2cf6-40e1-44f2-b420-bd8a232ea712,Itabashi,板橋駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
54370dc6-92b5-4e91-bee9-51596223f235,Itabashihoncho,板橋本町駅,Mita Line,https://en.wikipedia.org/wiki/Toei_Mita_Line
f1246a7a-dfa4-4dc3-921c-4583f303fed6,Itabashikuyakushomae,板橋区役所前駅,Mita Line,https://en.wikipedia.org/wiki/Toei_Mita_Line
1072b2e3-4168-43ed-99be-df8e4454a8dd,Itako,潮来駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
2782e038-dce2-4a46-873b-96c2a0ae8908,Itō,伊東駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
c4542897-f54b-412a-a254-b69ab81c34e3,Iwafune,岩舟駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
6affa354-eb9b-4a8a-ab7f-d50544202b1b,Iwai,岩井駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
09e6b002-23aa-4512-b44b-1f70f9a29daf,Iwajuku,岩宿駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
d820f54e-1c13-4f08-b6dc-f4231386cac1,Iwaki,いわき駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
7f9ef8ec-e091-4462-bb26-bfb2b27cc5b2,Iwama,岩間駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
5abf8e01-4402-4b77-8f4e-5105a6ce71dc,Iwamoto,岩本駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
a4a93148-e2dd-44ff-9dfb-85130a383c46,Iwamotocho,岩本町駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line
2be79434-ec2e-41eb-a72d-16f72bc02ded,Iwane,巌根駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
bb587750-b88e-499d-bd10-95c6259d44e3,Iwase,岩瀬駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
8b4f8720-0a81-4dd6-ad10-bb3817d9a3c4,Izu-Taga,伊豆多賀駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
32b84957-bbc0-41f1-bacf-a3b98decdc37,Izumi,泉駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
8d2a39d2-50e7-4b9c-834a-0f6f3b72dcc4,Izumi-Tamagawa,和泉多摩川駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line
e0fb0a75-3845-418c-8415-ff8d436987d8,Jichi-Idai,自治医大駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
d43ba700-6746-4deb-8f09-814797a623b5,Jimbohara,神保原駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
2c9c3fa1-730c-4e96-9f2f-81bb5086b230,Jimbōchō,神保町駅,Hanzōmon Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Hanz%C5%8Dmon_Line
996521ce-fe77-4842-8fc9-75a08050155e,Jiyugaoka,自由が丘駅,Tokyu Toyoko Line,https://en.wikipedia.org/wiki/Tokyu_Toyoko_Line
03d38b6d-6892-431d-8c0b-9cfaa3adc9b7,Jūjō,十条駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
e7afe857-58ff-427f-b0df-cd202ca93a4c,Jūnikyō,十二橋駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
9e245fd5-cffd-4cf1-9f77-8e30427a6574,Jūō,十王駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
02ea56aa-a41b-48ca-99c4-dbe092b13ee5,Kabe,河辺駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
455d43a1-a29e-48bb-9900-d51a6a1eeb41,Kachidoki,勝どき駅,Ōedo Line,https://en.wikipedia.org/wiki/Toei_%C5%8Cedo_Line
4dc71ddf-06c4-400c-a884-832d16ee3532,Kadosawabashi,門沢橋駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
ae4af708-516a-4e26-9a0a-9d3290afbe18,Kagawa,香川駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
82f826b4-82fe-409c-a771-87be14eacc85,Kagohara,籠原駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
07dbeae3-856a-4460-bf93-e81c6a6553fa,Kagurazaka,神楽坂駅,Tōzai Line,https://en.wikipedia.org/wiki/Tokyo_Metro_T%C5%8Dzai_Line
d9ef7bce-fd2c-47a1-a3e4-4c01dce2165e,Kai-Yamato,甲斐大和駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
1857b3ea-03d7-4e6a-aa3f-3f168613d580,Kaihimmakuhari,海浜幕張駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
fc142d5f-3f9f-44e1-a53a-de85b2dfc751,Kaijin,海神駅,Keisei Main Line,https://en.wikipedia.org/wiki/Keisei_Main_Line
7e60c1a4-2611-4079-bcd6-158e20d6e4be,Kairakuen,偕楽園駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations
